LOAN_ID,CUSTOMER_ID,AGE,GENDER,STATE,OCCUPATION,MONTHLY_INCOME,LOAN_PRODUCT,LOAN_AMOUNT,SANCTION_AMOUNT,LOAN_TENURE,INTEREST_RATE,EMI_AMOUNT,BUREAU_SCORE,VINTAGE_MONTHS,CURRENT_DPD,MAX_DPD,OUTSTANDING_BALANCE,COLLECTION_BUCKET,LOAN_STATUS,DEFAULT_FLAG,WRITE_OFF_FLAG,DISBURSAL_DATE,LAST_PAYMENT_DATE,FOIR,EMI_INCOME_RATIO,CREDIT_UTILIZATION,IS_DELINQUENT
LN0000209,CUST000102,35,M,Karnataka,Permanent Employee,40660.0,Vehicle Loan,996674,827854,48,8.73,20495.21,727.0,19,45,150,529569,31-60,Delinquent,0,0,2021-03-02,2022-06-25,0.5040632070831284,50.40632070831283,0.6396888823391564,1
LN0000782,CUST000219,21,Male,Uttar Pradesh,Professional,34476.0,Vehicle Loan,704908,683674,36,19.53,25244.35,827.0,30,15,90,343782,1-30,Active,0,0,2022-10-20,2025-03-01,0.7322296670147348,73.22296670147348,0.5028449231651343,1
LN0000844,CUST000056,44,Male,Telangana,Business,30011.0,Home Loan,3367270,2842705,180,13.15,36248.13,708.0,43,0,45,1068964,Current,Active,0,0,2025-01-25,2028-07-16,1.0,120.78281296857818,0.37603761206315817,0
LN0000853,CUST000529,21,Female,Maharashtra,Salaried,52545.0,Home Loan,5679328,5438810,300,19.46,88912.33,850.0,58,90,0,3205362,61-90,Delinquent,1,0,2021-09-27,2026-03-10,1.0,169.211780378723,0.5893498761677647,1
LN0000633,CUST000397,25,F,Telangana,Shop Owner,54669.0,Vehicle,100000,86507,60,15.17,2065.72,774.0,51,0,45,81855,Current,Active,0,0,2022-08-03,2026-09-14,0.03778594816074923,3.778594816074923,0.9462240049938155,0
LN0000435,CUST000400,52,Male,Delhi,Salaried,100344.0,Personal Loan,50000,40641,36,15.51,1419.0,680.0,7,30,150,14980,1-30,Active,0,0,2024-08-20,,0.014141353743123655,1.4141353743123655,0.3685932924878817,1
LN0000407,CUST000574,26,Male,Gujarat,BUSINESS,25666.0,Consumer Durable Loan,133268,85387,18,10.14,5133.6,623.0,66,0,15,42023,Current,Active,0,0,2020-05-06,2025-09-11,0.20001558482038495,20.001558482038494,0.49214751660088774,0
LN0000358,CUST000256,39,Male,Tamil Nadu,Salaried,17527.0,Home Loan,4761745,4344293,300,19.06,69617.84,786.0,39,0,60,1000276,Current,Active,0,0,2024-02-06,2027-03-13,1.0,397.2034004678496,0.23025058392700493,0
LN0000337,CUST000082,37,Male,West Bengal,Self Employed,38657.0,Vehicle Loan,586029,452442,48,18.67,13449.41,656.0,67,7,7,84073,1-30,Active,0,0,2024-03-06,2029-08-28,0.34791654810254286,34.791654810254286,0.18582050295949537,1
LN0000942,CUST000264,33,Female,Tamil Nadu,Salaried,53237.0,Consumer Durable Loan,169283,138011,12,16.13,12530.35,706.0,71,0,30,106958,Current,Active,0,0,2024-11-13,2030-08-18,0.2353691981140936,23.53691981140936,0.7749961959553948,0
LN0000673,CUST000464,31,Female,Karnataka,Salaried,103290.0,Home Loan,4086381,3552893,120,17.73,63401.59,757.0,30,0,0,837088,Current,Active,0,0,2021-06-08,2023-11-17,0.6138211830767741,61.382118307677416,0.23560743315377075,0
LN0000841,CUST000535,21,Male,Madhya Pradesh,Self Employed,72820.0,MSME Loan,223009,151576,48,17.24,4392.58,520.0,32,0,15,29629,Current,Active,0,0,2024-05-12,2026-12-28,0.060321065641307334,6.032106564130733,0.1954728980841294,0
LN0000730,CUST000436,29,Male,Karnataka,Salaried,84629.0,Consumer Durable Loan,67564,54979,12,12.52,4898.2,712.0,4,75,90,13014,61-90,Delinquent,0,0,2022-02-02,2022-02-13,0.05787850500419478,5.787850500419478,0.23670856145073574,1
LN0000468,CUST000430,23,female,Maharashtra,Trader,41597.0,Enterprise Loan,344259,344259,24,9.61,15823.91,839.0,9,75,75,311877,61-90,Delinquent,0,0,2025-06-06,2025-12-08,0.38040988532826886,38.04098853282689,0.9059370996836684,1
LN0000822,CUST000067,22,Female,Uttar Pradesh,Business,108209.0,Personal Loan,122051,222051,60,11.04,1835.53,542.0,0,7,45,28032,1-30,Active,0,0,2021-03-12,,0.016962821946418506,1.6962821946418505,0.12624126889768567,1
LN0000976,CUST000588,31,Female,Tamil Nadu,Salaried,133948.0,Personal Loan,82486,51941,12,15.66,4704.3,559.0,66,45,150,48264,31-60,Delinquent,0,0,2025-07-27,2030-09-29,0.03512034520858841,3.512034520858841,0.9292081400050057,1
LN0000205,CUST000632,40,Female,Uttar Pradesh,,43534.0,Personal Loan,476090,335423,60,16.78,8296.5,588.0,33,0,30,101136,Current,Active,0,0,2020-11-16,2023-06-26,0.19057518261588643,19.057518261588644,0.3015177850057986,0
LN0000560,CUST000394,45,Male,Madhya Pradesh,Business,74702.0,Personal Loan,620801,419198,18,16.05,26359.2,619.0,58,75,75,177327,61-90,Delinquent,0,0,2024-09-12,2029-02-26,0.3528580225429038,35.28580225429038,0.42301489988024754,1
LN0000586,CUST000541,29,female,Maharashtra,salaried,54787.0,CD Loan,89950,79229,24,13.66,3791.3,850.0,4,0,30,15350,Current,Active,0,0,2023-05-16,2023-09-11,0.0692007227992042,6.9200722799204195,0.19374219035959056,0
LN0000464,CUST000463,21,Female,West Bengal,Salaried,45040.0,Home Loan,5669854,5089321,240,10.91,52220.02,776.0,8,15,60,2128508,1-30,Active,0,0,2025-09-09,2026-03-24,1.0,115.94142984014209,0.4182302511474517,1
LN0000075,CUST000330,42,Female,Delhi,Business,62871.0,MSME Loan,2467283,2221867,36,8.86,70510.09,769.0,68,0,150,588360,Current,Active,0,0,2023-04-13,2028-10-25,1.0,112.15041911215027,0.2648043289719862,0
LN0000325,CUST000485,21,Female,Gujarat,Salaried,94241.0,Consumer Durable Loan,10000,10000,12,12.48,890.73,648.0,69,15,45,5000,1-30,Active,0,0,2021-09-16,2027-04-27,0.009451618722212202,0.9451618722212202,0.5,1
LN0000073,CUST000455,43,Male,Madhya Pradesh,Salaried,33797.0,Personal Loan,409901,302094,36,16.22,10653.57,669.0,23,0,150,216405,Current,Active,0,0,2021-12-10,2023-09-26,0.31522235701393614,31.522235701393615,0.716349877852589,0
LN0000818,CUST000289,36,Male,Madhya Pradesh,Professional,74963.0,Home Loan,1200000,892975,120,18.55,16407.61,664.0,69,45,45,274195,31-60,Delinquent,0,0,2021-06-04,2026-11-19,0.21887611221535958,21.88761122153596,0.3070578683613763,1
LN0000725,CUST000527,54,Female,Telangana,Salaried,68849.0,MSME Loan,1154491,866640,48,23.84,28177.45,640.0,47,60,120,294581,31-60,Delinquent,0,0,2024-04-07,2027-11-14,0.4092644773344566,40.926447733445656,0.3399116126650051,1
LN0000466,CUST000349,26,Female,Rajasthan,Self Employed,37372.0,Consumer Durable Loan,137284,114228,12,12.8,10191.82,750.0,67,0,90,32972,Current,Active,0,0,2023-12-16,2029-05-09,0.27271272610510544,27.271272610510543,0.28865076863816225,0
LN0000355,CUST000216,33,Male,Delhi,Salaried,38614.0,Personal Loan,226237,195656,36,21.66,7437.82,850.0,26,0,120,97270,Current,Active,0,0,2022-03-24,2024-04-29,0.19261977521106333,19.26197752110633,0.4971480557713538,0
LN0000260,CUST000606,42,Male,Tamil Nadu,Salaried,62956.0,Consumer Durable Loan,105197,99150,18,14.28,6151.91,847.0,37,0,15,76779,Current,Active,0,0,2022-10-11,2025-09-16,0.09771761230065443,9.771761230065442,0.7743721633888049,0
LN0000469,CUST000357,34,Male,Uttar Pradesh,Salaried,36917.0,Personal Loan,50000,39201,48,22.52,1246.16,693.0,13,0,15,5890,Current,Active,0,0,2023-12-20,2025-01-02,0.033755722295961216,3.3755722295961217,0.15025126910027806,0
LN0000624,CUST000415,28,Male,West Bengal,Professional,32329.0,MSME Loan,1892489,1747825,24,15.52,85178.63,812.0,58,15,150,788532,1-30,Active,0,0,2023-04-03,2027-12-08,1.0,263.4743728540939,0.45115042981991904,1
LN0000422,CUST000608,41,Male,Karnataka,Salaried,31780.0,Home Loan,4941021,3797745,180,15.19,53647.84,715.0,17,0,75,2672534,Current,Active,0,0,2024-01-03,2025-04-15,1.0,168.81006922592826,0.7037160209545401,0
LN0000198,CUST000290,40,Male,Delhi,Professional,65310.0,Vehicle Loan,859802,707789,60,13.93,16443.34,670.0,21,75,75,93526,61-90,Delinquent,0,0,2025-11-23,2027-05-05,0.251773694686878,25.1773694686878,0.1321382502412442,1
LN0000284,CUST000598,29,Male,Tamil Nadu,Salaried,54758.0,Home Loan,4312068,3286837,120,14.65,52325.9,726.0,10,30,30,1150813,1-30,Active,0,0,2025-05-26,2026-02-08,0.9555845721173162,95.55845721173162,0.3501277976364511,1
LN0000077,CUST000393,32,Female,Gujarat,Business,16025.0,Home Loan,4221073,3103390,120,12.82,46008.05,,21,0,60,2310008,Current,Active,0,0,2022-08-17,2024-04-11,1.0,287.10171606864276,0.7443498883479034,0
LN0000819,CUST000007,37,Male,Telangana,Business,35686.0,Personal Loan,385925,289875,48,13.08,7788.14,738.0,59,0,15,109623,Current,Active,0,0,2020-06-19,2025-04-10,0.2182407666872163,21.824076668721627,0.37817335058214746,0
LN0000107,CUST000649,23,Female,Gujarat,Self Employed,44677.0,Personal Loan,237105,207515,60,18.62,5339.76,723.0,37,0,75,150199,Current,Active,0,0,2020-07-06,2023-07-11,0.11951921570382971,11.951921570382972,0.7237982796424355,0
LN0000403,CUST000463,37,Male,Uttar Pradesh,Business,47127.0,Personal Loan,446673,418588,36,15.9,14695.65,781.0,57,0,90,84412,Current,Active,0,0,2021-06-09,2026-01-07,0.3118307976319307,31.18307976319307,0.20165891043221498,0
LN0000584,CUST000694,34,Female,Tamil Nadu,Salaried,46397.0,MSME Loan,1471341,1420260,24,20.0,72285.27,,2,7,60,1076614,1-30,Active,0,0,2025-01-01,2025-01-24,1.0,155.7972929284221,0.758040077168969,1
LN0000158,CUST000389,23,Male,West Bengal,Self Employed,223639.0,Vehicle Loan,963540,780515,48,20.85,24106.26,743.0,55,7,75,459171,1-30,Active,0,0,2022-08-25,2027-02-12,0.10779094880588805,10.779094880588804,0.5882923454385887,1
LN0000365,CUST000049,45,Female,Karnataka,Business,,MSME Loan,1077411,961236,60,11.23,21010.03,776.0,51,45,90,668442,31-60,Delinquent,0,0,2020-04-15,2024-04-26,,,0.6953984245284197,1
LN0000998,CUST000549,29,Female,Madhya Pradesh,Salaried,65774.0,Consumer Durable Loan,144056,144056,18,15.82,9042.59,821.0,0,60,75,130876,31-60,Delinquent,0,0,2022-05-21,,0.1374797032261988,13.74797032261988,0.9085078025212417,1
LN0000987,CUST000599,21,Female,Maharashtra,Business,47082.0,Vehicle Loan,989437,866601,24,13.86,41550.72,711.0,28,0,60,453329,Current,Active,0,0,2024-12-08,2027-02-20,0.8825181598062954,88.25181598062954,0.5231115588373427,0
LN0000137,CUST000214,36,Female,Delhi,Salaried,99090.0,Personal Loan,421865,293609,24,20.08,14954.94,656.0,66,15,15,246122,1-30,Active,0,0,2021-06-15,2026-10-21,0.1509227974568574,15.09227974568574,0.8382644946169906,1
LN0000381,CUST000203,45,Female,Madhya Pradesh,Professional,63428.0,Vehicle Loan,1519171,1150549,48,17.24,33342.17,720.0,57,0,90,188415,Current,Active,0,0,2022-06-08,2027-01-22,0.5256695781043073,52.56695781043072,0.1637609523801246,0
LN0000328,CUST000325,21,female,Uttar Pradesh,SALARIED,24368.0,PL,783519,767947,60,9.47,16117.06,850.0,62,0,150,625408,Current,Active,0,0,2020-06-05,2025-06-16,0.6614026592252134,66.14026592252134,0.8143895346944515,0
LN0000511,CUST000610,58,Female,Delhi,Salaried,57933.0,Personal Loan,206832,190294,12,10.45,16769.72,751.0,0,90,90,171113,61-90,Delinquent,1,0,2020-12-20,,0.2894674883054563,28.946748830545634,0.8992033379927901,1
LN0000536,CUST000395,23,Female,Maharashtra,Salaried,181249.0,Personal Loan,634884,552421,60,11.0,12010.97,734.0,8,45,45,318831,31-60,Delinquent,0,0,2023-01-17,2023-07-06,0.06626778630502789,6.6267786305027885,0.5771522081890442,1
LN0000352,CUST000062,45,Female,West Bengal,Self Employed,119264.0,Personal Loan,436671,436671,12,10.92,38577.41,800.0,46,60,120,333029,31-60,Delinquent,0,0,2022-05-29,2025-12-28,0.32346231888918703,32.3462318889187,0.7626542637363141,1
LN0000332,CUST000592,38,Female,Gujarat,Salaried,14770.0,Personal Loan,329723,233227,24,19.2,11779.33,676.0,2,0,120,147043,Current,Active,0,0,2024-11-16,2024-12-21,0.7975172647257955,79.75172647257955,0.6304716006294298,0
LN0000545,CUST000554,35,Female,West Bengal,Salaried,42959.0,Home Loan,5831020,5580909,240,15.96,77477.29,764.0,24,45,45,5146702,31-60,Delinquent,0,0,2021-07-09,2023-05-13,1.0,180.35170744197956,0.9221977996774361,1
LN0000896,CUST000694,103,Female,Tamil Nadu,Business,79496.0,MSME Loan,1900131,1434021,24,17.6,71315.36,632.0,63,0,15,1246043,Current,Active,0,0,2025-12-18,2031-01-24,0.897093690248566,89.7093690248566,0.8689154482396004,0
LN0000932,CUST000170,37,Female,Gujarat,Professional,60782.0,Home Loan,2373415,2373415,180,17.09,36678.45,850.0,4,0,75,1174161,Current,Active,0,0,2023-11-02,2024-02-21,0.6034426310420847,60.34426310420847,0.4947137352717498,0
LN0000363,CUST000507,36,Female,West Bengal,Salaried,41436.0,Vehicle Loan,1000988,1000988,60,21.64,27441.7,809.0,43,60,60,448534,31-60,Delinquent,0,0,2022-11-12,2026-03-19,0.6622671107249735,66.22671107249735,0.4480912858096201,1
LN0000934,CUST000135,39,Male,Tamil Nadu,Business,42093.0,MSME Loan,947333,884308,36,13.38,29957.95,779.0,62,7,45,552466,1-30,Active,0,0,2025-11-22,2030-12-10,0.7117085976290595,71.17085976290595,0.6247438675212709,1
LN0000022,CUST000564,21,Female,Karnataka,Self Employed,142155.0,MSME Loan,230013,209589,24,15.18,10180.2,836.0,5,30,30,109956,1-30,Active,0,0,2024-12-16,2025-03-29,0.07161337976152791,7.161337976152791,0.5246267695346607,1
LN0000685,CUST000682,42,Female,Karnataka,Self Employed,57346.0,Vehicle Loan,1178667,765980,24,19.4,38761.02,558.0,42,0,15,113564,Current,Active,0,0,2024-05-14,2027-10-20,0.6759149722735674,67.59149722735674,0.14825974568526593,0
LN0000270,CUST000307,46,Male,Maharashtra,Salaried,17076.0,Personal Loan,239970,212897,18,19.14,13700.03,807.0,3,15,90,93599,1-30,Active,0,0,2021-03-10,2021-04-12,0.8022973764347623,80.22973764347623,0.4396445229383223,1
LN0000521,CUST000348,53,Male,Tamil Nadu,Salaried,104875.0,Personal Loan,578262,572719,48,11.93,15062.21,824.0,72,0,15,449361,Current,Active,0,0,2025-08-22,2031-06-25,0.1436205959475566,14.36205959475566,0.7846099046827502,0
LN0000821,CUST000678,52,Male,Gujarat,Salaried,65473.0,MSME Loan,615220,464367,24,19.07,23423.89,675.0,53,0,60,372167,Current,Active,0,0,2024-05-01,2028-08-09,0.3577641165060407,35.77641165060407,0.8014501461128806,0
LN0000115,CUST000595,43,Female,Telangana,Professional,59435.0,Vehicle Loan,801607,653327,24,21.14,33616.58,662.0,44,0,150,158439,Current,Active,0,0,2022-01-23,2025-08-21,0.5656024228148397,56.56024228148397,0.2425110243415625,0
LN0000112,CUST000384,21,Male,Gujarat,Business,30469.0,Vehicle Loan,710502,564017,48,17.79,16506.17,720.0,46,0,150,298013,Current,Active,0,0,2020-02-06,2023-11-10,0.5417365190849716,54.173651908497156,0.5283759177471601,0
LN0000081,CUST000691,35,Male,Uttar Pradesh,Salaried,92751.0,Personal Loan,301999,216775,24,14.24,10432.59,562.0,21,0,60,162651,Current,Active,0,0,2021-04-28,2023-01-17,0.11247954199954717,11.247954199954718,0.7503217621958251,0
LN0000021,CUST000449,31,Male,Delhi,Salaried,60004.0,Personal Loan,227629,157083,60,22.57,4389.52,675.0,29,75,75,76282,61-90,Delinquent,0,0,2022-07-09,2024-08-01,0.07315378974735018,7.315378974735018,0.4856158845960416,1
LN0000248,CUST000061,40,Male,Gujarat,Salaried,59925.0,Vehicle Loan,230051,151788,60,21.6,4157.77,647.0,28,0,120,37459,Current,Active,0,0,2023-03-06,2025-06-14,0.06938289528577389,6.938289528577389,0.246784989590745,0
LN0000245,CUST000147,21,Female,Maharashtra,Professional,70144.0,Vehicle Loan,428392,265443,60,14.68,6270.37,585.0,41,0,75,231241,Current,Active,0,0,2023-08-26,2026-11-25,0.08939282048357663,8.939282048357663,0.8711512452767638,0
LN0000581,CUST000560,26,Female,Telangana,Salaried,48323.0,Home Loan,3950143,2971954,300,17.48,43864.17,724.0,63,45,45,830806,31-60,Delinquent,0,0,2020-02-27,2025-03-01,0.9077286178424352,90.77286178424352,0.2795487413331431,1
LN0000195,CUST000372,42,Female,Delhi,Salaried,34131.0,Vehicle Loan,1021017,777316,48,13.43,21019.72,697.0,60,15,60,681171,1-30,Active,0,0,2021-08-16,2026-06-13,0.6158542087838036,61.58542087838036,0.8763115644088119,1
LN0000714,CUST000014,31,female,Karnataka,Employee,41455.0,Auto Loan,434080,286359,60,17.61,7211.02,633.0,48,0,45,82329,Current,Active,0,0,2022-12-25,2026-12-03,0.17394813653359065,17.394813653359066,0.2875027500445245,0
LN0000558,CUST000182,46,Male,Rajasthan,Salaried,41771.0,Personal Loan,95563,84072,36,8.5,2653.95,717.0,22,45,45,73859,31-60,Delinquent,0,0,2025-08-16,2027-03-15,0.06353570659069689,6.353570659069689,0.8785207917023503,1
LN0000092,CUST000397,38,Male,Uttar Pradesh,Self Employed,109052.0,Personal Loan,397747,260704,36,16.66,9250.75,532.0,69,0,75,229816,Current,Active,0,0,2024-02-22,2029-10-12,0.08482879727102667,8.482879727102667,0.8815208052043697,0
LN0000199,CUST000380,28,Male,Delhi,Salaried,51516.0,MSME Loan,1602483,1528422,60,17.39,38306.47,792.0,50,15,90,1114631,1-30,Active,0,0,2022-11-15,2026-12-05,0.743583935088128,74.35839350881281,0.7292691416375844,1
LN0000057,CUST000371,37,Female,Madhya Pradesh,Self Employed,42157.0,Vehicle Loan,797684,654571,48,10.15,16648.8,665.0,47,7,45,617476,1-30,Active,0,0,2025-05-12,2029-03-06,0.39492373745759896,39.4923737457599,0.9433292950650121,1
LN0000254,CUST000127,54,Male,Delhi,Self Employed,62285.0,Vehicle Loan,1093870,906125,36,16.26,31973.1,667.0,55,0,45,169147,Current,Active,0,0,2021-05-25,2025-10-27,0.5133354740306655,51.33354740306655,0.18667071320182094,0
LN0000264,CUST000333,21,Female,Uttar Pradesh,Salaried,25847.0,Vehicle Loan,836594,658639,36,19.83,24420.37,727.0,18,75,75,604257,61-90,Delinquent,0,0,2023-01-12,,0.9448048129376716,94.48048129376716,0.9174327666597332,1
LN0000090,CUST000231,34,Female,Delhi,Salaried,69463.0,Home Loan,3850854,2817297,180,8.5,27743.04,,42,0,60,846114,Current,Active,0,0,2020-10-04,2024-02-24,0.3993930581748557,39.93930581748557,0.30032829339611694,0
LN0000964,CUST000292,25,Male,Rajasthan,Salaried,87921.0,Vehicle Loan,1337443,940231,48,13.89,25641.35,623.0,47,30,150,250641,1-30,Active,0,0,2020-08-31,2024-04-27,0.29164079116479563,29.164079116479563,0.26657385259579824,1
LN0000167,CUST000349,42,Male,Maharashtra,Professional,64423.0,MSME Loan,925038,691724,60,13.13,15784.92,618.0,62,0,90,585117,Current,Active,0,0,2020-10-14,2025-10-14,0.24501994629247317,24.501994629247317,0.8458821726584591,0
LN0000252,CUST000547,57,Male,Uttar Pradesh,Business,27960.0,Personal Loan,513876,417615,48,14.83,999999.0,707.0,40,0,30,256653,Current,Active,0,0,2021-10-22,2025-01-29,1.0,3576.5343347639487,0.6145684422254948,0
LN0000039,CUST000540,34,Male,Rajasthan,Salaried,58360.0,Vehicle Loan,1398524,1225242,60,19.52,32135.05,802.0,71,0,75,1003888,Current,Active,0,0,2025-11-26,2031-09-21,0.5506348526387936,55.063485263879365,0.8193385469972463,0
LN0000599,CUST000394,37,Male,Rajasthan,Self Employed,50489.0,Personal Loan,605446,493396,36,14.54,16992.8,672.0,23,30,150,65540,1-30,Active,0,0,2024-02-09,2025-11-08,0.33656440016637285,33.65644001663728,0.13283447778255195,1
LN0000208,CUST000033,44,Female,Uttar Pradesh,Professional,118966.0,Consumer Durable Loan,120583,109691,18,8.5,6512.21,760.0,36,15,15,76089,1-30,Active,0,0,2021-06-12,2024-05-01,0.05474009380831498,5.4740093808314985,0.6936667547930094,1
LN0000865,CUST000454,21,Female,Rajasthan,BUSINESS,62542.0,HL,2504481,2072261,240,19.2,33907.46,755.0,68,120,120,1823068,90+,Delinquent,1,1,2023-09-06,2028-11-29,0.5421550318186179,54.21550318186179,0.8797482556492643,1
LN0000877,CUST000620,46,Male,Karnataka,Salaried,53880.0,Consumer Durable Loan,15304,11034,6,9.12,1888.23,614.0,7,0,120,10590,Current,Active,0,0,2020-05-06,2020-11-20,0.03504510022271715,3.5045100222717154,0.9597607395323545,0
LN0000313,CUST000345,35,Female,Telangana,Salaried,,Home Loan,5256671,4448923,300,15.39,58332.67,752.0,70,15,120,3376084,1-30,Active,0,0,2021-06-01,2027-02-13,,,0.7588542215722771,1
LN0000918,CUST000437,35,Male,Uttar Pradesh,Salaried,38177.0,Home Loan,2421888,2173897,240,15.39,29254.04,703.0,48,90,90,563836,61-90,Delinquent,1,0,2021-09-25,2025-05-30,0.7662739345679336,76.62739345679336,0.259366474124579,1
LN0000491,CUST000265,35,Female,Rajasthan,Salaried,41608.0,MSME Loan,2,440921,24,19.73,22382.91,700.0,56,0,150,181084,Current,Active,0,0,2024-04-29,2028-11-25,0.5379472697558162,53.79472697558162,0.41069488638554297,0
LN0000820,CUST000010,45,Male,Rajasthan,Business,66497.0,Consumer Durable Loan,109971,94517,24,10.25,4372.39,749.0,48,90,90,83554,61-90,Delinquent,1,0,2025-06-14,2029-01-28,0.0657531918733176,6.57531918733176,0.8840102838642784,1
LN0000390,CUST000335,39,Female,Telangana,Salaried,41743.0,Personal Loan,601535,390278,18,14.68,24288.67,611.0,62,0,60,258792,Current,Active,0,0,2023-10-18,2028-10-11,0.5818621086170136,58.18621086170136,0.6630965619379007,0
LN0000907,CUST000012,46,Male,West Bengal,Salaried,34724.0,Vehicle Loan,936423,650713,24,16.91,32144.59,653.0,71,30,60,220847,1-30,Active,0,0,2024-07-25,2030-04-23,0.9257167953000807,92.57167953000807,0.3393923281077833,1
LN0000036,CUST000358,57,Male,Gujarat,Salaried,52381.0,Personal Loan,541495,366235,36,12.54,12258.92,590.0,14,0,75,98081,Current,Active,0,0,2025-02-27,2026-03-10,0.23403371451480498,23.4033714514805,0.26780892050186356,0
LN0000889,CUST000446,36,Female,Rajasthan,Salaried,66978.0,Home Loan,4687868,3160858,240,16.19,44426.81,625.0,67,0,15,2468443,Current,Active,0,0,2020-01-05,2025-07-07,0.6633045179014004,66.33045179014005,0.7809408078439461,0
LN0000957,CUST000528,27,Female,Gujarat,Business,40493.0,Personal Loan,539061,396982,12,14.33,35705.54,686.0,32,0,15,98406,Current,Active,0,0,2025-07-03,2028-02-11,0.8817706764132073,88.17706764132073,0.24788529454735983,0
LN0000804,CUST000129,40,Male,Telangana,,66449.0,Consumer Durable Loan,149572,102040,9,19.86,12296.5,696.0,37,0,120,63246,Current,Active,0,0,2024-09-11,2027-09-23,0.18505169378019232,18.505169378019232,0.6198157585260682,0
LN0000443,CUST000164,56,Male,Gujarat,Business,158692.0,Consumer Durable Loan,105935,77304,6,20.94,13682.23,647.0,10,0,45,41239,Current,Active,0,0,2021-02-06,2021-11-05,0.0862187759937489,8.62187759937489,0.533465279933768,0
LN0000539,CUST000279,36,Female,Rajasthan,Self Employed,,Vehicle Loan,775262,579307,60,21.03,15681.98,612.0,39,0,15,383368,Current,Active,0,0,2024-04-14,2027-06-07,,,0.6617700114101849,0
LN0000661,CUST000317,53,Female,West Bengal,Salaried,,Personal Loan,440200,379589,12,8.5,33107.67,781.0,67,7,30,153971,1-30,Active,0,0,2023-02-22,2028-07-09,,,0.40562555816949386,1
LN0000238,CUST000425,39,Female,Uttar Pradesh,Salaried,62404.0,MSME Loan,1262138,1118423,24,20.43,57158.25,722.0,39,0,90,862562,Current,Active,0,0,2020-11-21,2024-02-01,0.9159388821229408,91.59388821229409,0.7712305630338432,0
LN0000696,CUST000218,33,Male,Rajasthan,Professional,46935.0,Personal Loan,566778,516905,48,16.49,14779.28,784.0,65,0,120,383379,Current,Active,0,0,2021-10-20,2027-01-12,0.31488824970704166,31.488824970704165,0.7416817403584798,0
LN0000803,CUST000416,32,Male,Delhi,Salaried,43576.0,Personal Loan,285746,285746,48,12.27,7562.72,850.0,57,0,90,208343,Current,Active,0,0,2025-03-03,2029-10-08,0.17355241417293923,17.355241417293925,0.7291195677279821,0
LN0000479,CUST000024,46,Male,Karnataka,Salaried,40928.0,Consumer Durable Loan,122687,114223,18,17.83,7278.83,761.0,67,30,45,33151,1-30,Active,0,0,2022-05-26,,0.17784475175918688,17.784475175918686,0.2902305139945545,1
LN0000550,CUST000231,32,Male,Telangana,Professional,52570.0,Vehicle Loan,100000,75341,24,13.53,3600.63,720.0,6,0,120,71631,Current,Active,0,0,2020-06-20,2020-12-02,0.06849210576374358,6.849210576374358,0.9507572238223544,0
LN0000847,CUST000651,48,M,Maharashtra,Salaried,53431.0,Durable Loan,211796,195979,12,11.9,17403.33,795.0,40,0,120,189816,Current,Active,0,0,2020-06-20,2023-09-24,0.3257159701297,32.57159701297,0.9685527531010976,0
LN0000610,CUST000191,22,Male,Rajasthan,Salaried,26241.0,Vehicle Loan,998101,790309,36,13.63,26869.08,653.0,47,0,0,438520,Current,Active,0,0,2024-11-16,2028-09-07,1.0,102.39350634503259,0.5548715755482982,0
LN0000175,CUST000553,37,Male,Uttar Pradesh,Salaried,74156.0,Personal Loan,338985,259575,24,10.24,12006.84,672.0,26,30,30,169656,1-30,Active,0,0,2023-10-07,2025-10-23,0.1619132639300933,16.19132639300933,0.6535914475585091,1
LN0000622,CUST000226,49,Female,Maharashtra,Business,36586.0,Vehicle Loan,1464517,1038487,24,19.39,52545.68,691.0,55,30,60,181079,1-30,Active,0,0,2020-02-19,2024-07-27,1.0,143.622369212267,0.17436809512300105,1
LN0000425,CUST000401,89,Male,Rajasthan,Salaried,47730.0,Home Loan,1200000,1068490,180,15.75,15507.08,755.0,63,90,90,790548,61-90,Delinquent,1,0,2024-09-07,2029-08-10,0.32489168238005445,32.48916823800545,0.7398740278336718,1
LN0000042,CUST000568,38,Male,Tamil Nadu,Professional,62676.0,Consumer Durable Loan,33819,27332,9,16.33,3247.25,701.0,58,0,120,17306,Current,Active,0,0,2020-03-08,2024-11-02,0.05181010275065416,5.181010275065416,0.6331772281574711,0
LN0000709,CUST000094,37,Female,Telangana,Salaried,39904.0,Vehicle Loan,981417,842194,48,16.41,24045.23,762.0,66,7,15,299836,1-30,Active,0,0,2022-06-08,2027-10-03,0.6025769346431435,60.25769346431436,0.3560177346312132,1
LN0000371,CUST000173,42,Male,Madhya Pradesh,Salaried,46940.0,Vehicle Loan,100000,81711,60,11.7,1805.25,738.0,43,0,60,34762,Current,Active,0,0,2024-10-28,2028-04-24,0.03845867064337452,3.845867064337452,0.42542619720723035,0
LN0000568,CUST000200,40,Female,West Bengal,Self Employed,38492.0,Personal Loan,295102,235453,18,9.8,14118.95,721.0,18,0,150,176436,Current,Active,0,0,2023-04-26,2024-10-10,0.3668021926634106,36.680219266341055,0.7493470034359299,0
